TELCO_ID,PREPAID_AMT_MTH_1,PREPAID_AMT_MTH_2,PREPAID_AMT_MTH_3,PREPAID_AMT_MTH_4,PREPAID_AMT_MTH_5,PREPAID_AMT_MTH_6,POSTPAID_AMT_MTH_1,POSTPAID_AMT_MTH_2,POSTPAID_AMT_MTH_3,POSTPAID_AMT_MTH_4,POSTPAID_AMT_MTH_5,POSTPAID_AMT_MTH_6,TOTAL_POSTPAID_AMT,TOTAL_PREPAID_AMT,AVG_POSTPAID_AMT,AVG_PREPAID_AMT
C-55277,0,0,0,6.25,37.5,0,0,0,0,0,0,0,0,43.75,0,7.291666666
C-55171,150,0,175,25,100,62.5,0,0,0,0,0,0,0,512.5,0,85.41666666
C-52898,0,37.5,0,0,37.5,0,362.5,206.25,0,212.5,0,368.75,1150,75,191.6666666,12.5
C-42755,0,0,0,0,0,0,132.5,66.025,66.25,17.75,0,0,282.525,0,47.0875,0
C-58190,112.5,12.5,56.25,93.75,56.25,93.75,0,0,0,0,0,0,0,425,0,70.83333334
C-46709,0,0,0,37.5,0,0,0,0,0,0,0,0,0,37.5,0,6.25
C-40243,62.5,62.5,37.5,100,212.5,62.5,0,0,0,0,0,0,0,537.5,0,89.58333334
C-41921,0,12.5,0,0,0,0,0,0,0,0,106.25,212.5,318.75,12.5,53.125,2.083333334
C-50299,25,0,0,0,0,0,0,0,0,0,345,228.75,573.75,25,95.625,4.166666666
C-61149,0,0,0,37.5,37.5,112.5,0,0,0,0,112.5,37.5,150,187.5,25,31.25
C-61836,187.5,25,12.5,87.5,25,0,0,0,0,0,0,0,0,337.5,0,56.25
C-59279,0,0,0,0,0,0,0,0,100,200,125,0,425,0,70.83333334,0
C-63498,18.75,125,118.75,112.5,87.5,62.5,0,0,0,0,0,0,0,525,0,87.5
C-56066,25,0,0,25,37.5,12.5,180.25,180.25,180.25,90.125,90.125,90.125,811.125,100,135.1875,16.66666666
C-60934,0,0,0,12.5,6.25,0,0,0,0,0,0,0,0,18.75,0,3.125
C-60491,37.5,37.5,37.5,37.5,37.5,0,0,0,0,0,0,0,0,187.5,0,31.25
C-53514,325,137.5,137.5,62.5,0,312.5,0,0,0,0,0,0,0,975,0,162.5
C-58185,0,0,0,37.5,0,0,0,0,0,0,0,0,0,37.5,0,6.25
C-53963,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-44465,50,25,25,18.75,25,18.75,0,0,0,0,0,0,0,162.5,0,27.08333334
C-59893,25,0,75,0,12.5,62.5,0,0,0,0,0,0,0,175,0,29.16666666
C-49961,125,125,250,250,212.5,137.5,0,0,0,0,0,0,0,1100,0,183.3333334
C-58002,25,25,0,0,31.25,6.25,0,0,0,0,0,0,0,87.5,0,14.58333334
C-44559,37.5,300,87.5,0,112.5,312.5,187.5,357.5,175,0,337.5,175,1232.5,850,205.4166666,141.6666666
C-43037,75,62.5,25,125,37.5,87.5,0,0,0,0,0,0,0,412.5,0,68.75
C-60640,975,431.25,331.25,275,287.5,175,0,0,0,0,0,0,0,2475,0,412.5
C-53074,225,287.5,12.5,225,25,162.5,0,0,0,0,0,0,0,937.5,0,156.25
C-59908,0,100,62.5,62.5,137.5,25,0,0,0,0,0,0,0,387.5,0,64.58333334
C-40979,0,0,0,0,0,0,0,0,0,443.875,0,907.1875,1351.0625,0,225.1770834,0
C-49125,43.75,18.75,6.25,0,0,0,0,0,0,0,0,0,0,68.75,0,11.45833333
C-55653,0,0,6.25,12.5,0,0,0,0,0,0,0,0,0,18.75,0,3.125
C-55920,0,0,0,0,0,0,230,217,112.5,225,0,170,954.5,0,159.0833334,0
C-46857,0,0,0,0,0,0,0,358.375,298.75,298.75,330.25,414.4375,1700.5625,0,283.4270834,0
C-52470,25,0,12.5,0,25,12.5,0,463,465.5,227.5,0,281.25,1437.25,75,239.5416666,12.5
C-53654,12.5,0,0,0,0,0,0,71.75,0,0,0,0,71.75,12.5,11.95833333,2.083333334
C-54946,0,0,0,0,0,0,150,137.5,137.5,125,200,325,1075,0,179.1666666,0
C-44575,0,0,0,0,0,0,0,0,0,0,0,375,375,0,62.5,0
C-45592,12.5,162.5,12.5,150,0,62.5,0,0,0,0,0,0,0,400,0,66.66666666
C-53822,12.5,0,0,0,0,0,0,0,0,0,0,196.1,196.1,12.5,32.68333334,2.083333334
C-59288,0,25,0,0,0,12.5,145,141.25,150,143.75,0,0,580,37.5,96.66666666,6.25
C-41555,37.5,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,6.25
C-55278,0,0,0,0,62.5,62.5,0,0,0,0,0,0,0,125,0,20.83333334
C-63524,0,0,50,0,50,0,0,0,0,0,0,0,0,100,0,16.66666666
C-42714,25,62.5,0,0,0,0,0,0,0,0,0,0,0,87.5,0,14.58333334
C-52201,25,50,25,0,37.5,25,0,0,0,0,0,0,0,162.5,0,27.08333334
C-56163,137.5,100,75,75,75,225,0,0,0,0,0,0,0,687.5,0,114.5833333
C-53500,0,0,0,18.75,12.5,0,0,0,0,0,0,0,0,31.25,0,5.208333334
C-48392,0,0,0,0,0,0,121.625,0,30.375,397.5,130,122.625,802.125,0,133.6875,0
C-61419,37.5,81.25,12.5,6.25,137.5,56.25,0,0,0,0,0,0,0,331.25,0,55.20833334
C-44714,87.5,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,14.58333334
C-53806,37.5,0,0,50,50,50,0,0,0,0,0,0,0,187.5,0,31.25
C-57947,25,0,0,0,0,0,185.875,238.875,92.875,92.875,121.125,92.875,824.5,25,137.4166666,4.166666666
C-54702,75,0,150,262.5,87.5,0,125,125,100,0,125,100,575,575,95.83333334,95.83333334
C-54662,0,0,0,0,0,0,375,375,281.25,326.25,225,0,1582.5,0,263.75,0
C-48110,68.75,156.25,0,62.5,206.25,162.5,0,0,0,0,0,0,0,656.25,0,109.375
C-56831,12.5,231.25,12.5,6.25,12.5,0,0,0,0,0,0,0,0,275,0,45.83333334
C-56135,43.75,25,43.75,50,25,68.75,0,0,0,62.5,0,0,62.5,256.25,10.41666667,42.70833334
C-54314,75,75,37.5,0,37.5,50,25,25,25,37.5,25,0,137.5,275,22.91666666,45.83333334
C-53834,75,37.5,0,62.5,43.75,0,0,0,0,112.5,0,0,112.5,218.75,18.75,36.45833334
C-62883,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0,4.166666666
C-62734,125,0,37.5,162.5,162.5,112.5,0,0,0,0,0,0,0,600,0,100
C-62404,131.25,75,62.5,143.75,18.75,6.25,0,0,0,0,0,0,0,437.5,0,72.91666666
C-61142,0,0,0,0,0,0,0,0,0,12.5,0,37.5,50,0,8.333333334,0
C-63550,12.5,43.75,6.25,0,0,0,0,0,0,0,0,0,0,62.5,0,10.41666667
C-53444,0,0,0,0,0,0,0,0,0,237.5,0,0,237.5,0,39.58333334,0
C-46843,0,0,25,0,62.5,0,0,0,0,0,0,0,0,87.5,0,14.58333334
C-51300,62.5,37.5,50,75,62.5,75,0,0,0,0,0,0,0,362.5,0,60.41666666
C-64271,412.5,443.75,406.25,400,262.5,137.5,0,0,0,0,21.6875,0,21.6875,2062.5,3.614583334,343.75
C-48184,0,0,0,0,0,0,0,0,0,750,250,675,1675,0,279.1666666,0
C-57370,62.5,100,62.5,0,0,0,0,0,0,0,0,0,0,225,0,37.5
C-49355,0,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-58469,37.5,0,75,12.5,212.5,50,725,250,312.5,262.5,337.5,212.5,2100,387.5,350,64.58333334
C-59120,218.75,125,237.5,125,87.5,175,0,0,0,0,0,0,0,968.75,0,161.4583334
C-42603,75,37.5,150,125,225,0,751.95,740.9,277.8125,194.5,406.1875,0,2371.35,612.5,395.225,102.0833333
C-50942,0,0,0,0,0,0,407.5,395,191.25,386.25,188.75,195,1763.75,0,293.9583334,0
C-59414,81.25,0,43.75,6.25,50,56.25,0,0,0,0,0,0,0,237.5,0,39.58333334
C-60070,0,0,0,0,0,0,200,180,87.5,100,37.5,125,730,0,121.6666667,0
C-44968,12.5,18.75,0,56.25,87.5,12.5,0,0,0,0,0,0,0,187.5,0,31.25
C-64355,18.75,12.5,6.25,37.5,62.5,43.75,243.75,166.25,162.5,212.5,137.5,155,1077.5,181.25,179.5833334,30.20833334
C-55979,0,0,0,0,0,0,225,0,235,118.75,113.75,216.25,908.75,0,151.4583334,0
C-64038,12.5,0,0,0,0,0,0,87.5,232.9375,112.5,112.5,112.5,657.9375,12.5,109.65625,2.083333334
C-61010,0,12.5,25,75,12.5,0,62.5,62.5,238.875,0,311.5,0,675.375,125,112.5625,20.83333334
C-47444,150,0,12.5,112.5,0,150,0,0,0,375,0,187.5,562.5,425,93.75,70.83333334
C-58301,0,0,0,0,0,0,0,0,0,0,0,125,125,0,20.83333334,0
C-60942,125,0,0,0,0,0,0,0,0,0,0,0,0,125,0,20.83333334
C-48572,75,37.5,150,25,175,125,0,0,0,0,0,0,0,587.5,0,97.91666666
C-42630,125,75,50,62.5,0,150,0,0,0,0,0,0,0,462.5,0,77.08333334
C-61623,181.25,225,318.75,287.5,25,75,100,0,0,0,0,0,100,1112.5,16.66666666,185.4166666
C-54392,62.5,175,312.5,300,100,100,0,0,0,0,0,0,0,1050,0,175
C-57210,175,75,12.5,200,75,75,0,0,0,0,0,0,0,612.5,0,102.0833333
C-57671,131.25,137.5,25,75,125,150,0,0,0,0,0,0,0,643.75,0,107.2916667
C-50403,37.5,0,37.5,37.5,0,37.5,0,0,0,106.25,0,0,106.25,150,17.70833334,25
C-63249,175,125,75,143.75,25,37.5,0,0,0,0,0,0,0,581.25,0,96.875
C-43241,0,0,0,0,0,0,0,0,0,0,431.4375,0,431.4375,0,71.90625,0
C-44828,162.5,150,143.75,162.5,125,12.5,0,0,0,0,0,0,0,756.25,0,126.0416666
C-63299,0,0,0,12.5,0,0,0,0,0,0,150,156.0125,306.0125,12.5,51.00208334,2.083333334
C-57142,50,25,6.25,0,37.5,18.75,160.8375,162.5,116.25,282.5,225,218.5,1165.5875,137.5,194.2645834,22.91666666
C-55610,112.5,143.75,106.25,125,125,206.25,0,0,0,0,0,0,0,818.75,0,136.4583334
C-50646,0,37.5,0,0,25,37.5,0,0,0,0,0,0,0,100,0,16.66666666
C-56800,37.5,50,43.75,12.5,0,0,0,0,0,0,0,0,0,143.75,0,23.95833334
C-59428,75,175,62.5,37.5,125,100,0,0,0,0,0,0,0,575,0,95.83333334
C-59007,0,0,0,0,0,0,1187.5,1992.5,1687.5,1184.75,149.75,1282.5625,7484.5625,0,1247.427083,0
C-53871,0,0,0,0,0,0,625,147.5,400,0,0,0,1172.5,0,195.4166666,0
C-54585,0,0,0,0,0,0,0,37.5,0,0,0,0,37.5,0,6.25,0
C-56117,0,0,0,0,0,0,1256,621.4375,622.3125,621.8125,574.8125,563.625,4260,0,710,0
C-51973,0,0,0,0,0,0,0,125,0,106.25,0,0,231.25,0,38.54166666,0
C-44499,150,37.5,12.5,150,0,0,0,0,0,0,0,0,0,350,0,58.33333334
C-53752,62.5,25,12.5,12.5,37.5,68.75,0,0,0,37.5,0,0,37.5,218.75,6.25,36.45833334
C-59819,25,56.25,150,62.5,93.75,56.25,0,0,0,0,0,0,0,443.75,0,73.95833334
C-53979,25,12.5,12.5,0,12.5,12.5,0,0,0,0,0,0,0,75,0,12.5
C-63816,0,0,0,0,0,0,0,0,0,119.7125,119.25,0,238.9625,0,39.82708334,0
C-58204,0,100,75,12.5,37.5,37.5,532.5,407.5,258.75,268.75,0,0,1467.5,262.5,244.5833334,43.75
C-54502,37.5,50,0,0,0,0,0,0,0,0,0,0,0,87.5,0,14.58333334
C-61351,125,125,12.5,0,12.5,18.75,187.5,0,0,88.525,0,0,276.025,293.75,46.00416666,48.95833334
C-58833,125,75,106.25,100,43.75,12.5,0,0,0,0,0,0,0,462.5,0,77.08333334
C-41468,400,775,350,275,212.5,425,0,0,0,0,0,0,0,2437.5,0,406.25
C-45798,500,250,237.5,50,18.75,56.25,0,0,0,0,0,0,0,1112.5,0,185.4166666
C-46232,106.25,68.75,112.5,100,75,112.5,0,0,0,0,0,0,0,575,0,95.83333334
C-57388,118.75,106.25,106.25,106.25,112.5,112.5,0,0,0,0,0,0,0,662.5,0,110.4166667
C-61438,87.5,0,87.5,50,75,0,0,0,0,0,0,0,0,300,0,50
C-50458,0,0,0,0,0,0,75,0,0,0,0,0,75,0,12.5,0
C-60346,75,475,275,150,31.25,100,1362.5,677.5,0,525,403.75,207.25,3176,1106.25,529.3333334,184.375
C-47794,0,0,0,0,0,0,38.75,70.9375,0,37.5,71.25,0,218.4375,0,36.40625,0
C-64500,125,112.5,62.5,75,131.25,87.5,0,0,0,0,0,0,0,593.75,0,98.95833334
C-57735,62.5,75,0,37.5,0,50,0,0,0,0,0,0,0,225,0,37.5
C-53778,68.75,12.5,106.25,50,87.5,81.25,0,0,207.625,0,0,0,207.625,406.25,34.60416666,67.70833334
C-45701,0,0,0,0,112.5,0,0,0,0,0,0,0,0,112.5,0,18.75
C-44883,0,0,0,0,0,0,292.5,340,198.125,150,150.8125,200.0625,1331.5,0,221.9166666,0
C-52153,175,225,87.5,225,137.5,275,0,0,0,0,0,0,0,1125,0,187.5
C-58524,75,112.5,131.25,37.5,75,75,0,0,0,0,0,0,0,506.25,0,84.375
C-43858,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-43084,18.75,12.5,18.75,0,12.5,6.25,0,0,0,0,0,0,0,68.75,0,11.45833333
C-60861,0,0,0,37.5,75,25,412.5,342.5,166.25,279.875,293.75,273.75,1768.625,137.5,294.7708334,22.91666666
C-54257,112.5,18.75,100,31.25,12.5,31.25,375,437.5,0,100,125,100,1137.5,306.25,189.5833334,51.04166666
C-60380,0,0,0,0,0,0,212.5,125,100,100,112.5,37.5,687.5,0,114.5833333,0
C-47959,0,37.5,37.5,37.5,37.5,0,0,0,109.1,0,0,0,109.1,150,18.18333334,25
C-63619,81.25,43.75,37.5,6.25,0,0,0,0,0,0,0,0,0,168.75,0,28.125
C-48822,0,0,0,0,0,0,0,0,0,0,0,106.125,106.125,0,17.6875,0
C-62310,50,100,37.5,25,50,0,0,0,0,0,0,0,0,262.5,0,43.75
C-55580,37.5,37.5,62.5,93.75,87.5,37.5,0,0,0,0,0,0,0,356.25,0,59.375
C-47415,62.5,62.5,0,62.5,0,0,0,0,0,0,0,0,0,187.5,0,31.25
C-54327,12.5,37.5,50,37.5,25,6.25,0,0,0,0,0,0,0,168.75,0,28.125
C-50561,237.5,187.5,62.5,93.75,281.25,443.75,0,0,0,0,0,0,0,1306.25,0,217.7083334
C-58614,0,0,0,0,12.5,0,0,0,0,0,0,337.475,337.475,12.5,56.24583334,2.083333334
C-52459,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-60155,0,43.75,0,25,37.5,0,1782.6875,1888.5625,1433.3,1725.175,1552.5,1328.425,9710.65,106.25,1618.441666,17.70833334
C-50414,0,12.5,0,6.25,0,0,0,0,0,0,0,0,0,18.75,0,3.125
C-41196,31.25,0,12.5,0,0,0,0,0,0,0,0,0,0,43.75,0,7.291666666
C-58758,0,0,12.5,0,6.25,0,0,0,0,0,0,0,0,18.75,0,3.125
C-56253,100,0,0,0,0,50,0,0,0,0,0,0,0,150,0,25
C-59253,0,0,62.5,0,0,0,0,0,0,0,0,0,0,62.5,0,10.41666667
C-60823,0,0,0,0,0,0,650,0,0,250,225,62.5,1187.5,0,197.9166666,0
C-51069,12.5,0,6.25,0,18.75,12.5,0,50,65,56.25,72.5,51.25,295,50,49.16666666,8.333333334
C-45342,0,0,0,0,0,0,0,556.25,250,250,250,0,1306.25,0,217.7083334,0
C-44584,575,250,0,250,125,100,2618.725,0,0,0,1431.1875,0,4049.9125,1300,674.9854166,216.6666666
C-42899,0,0,0,0,0,0,125,312.5,287.5,0,400,0,1125,0,187.5,0
C-62711,68.75,156.25,56.25,62.5,75,175,0,0,0,0,0,0,0,593.75,0,98.95833334
C-55503,125,0,62.5,100,62.5,62.5,0,0,0,0,0,0,0,412.5,0,68.75
C-47228,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,25,0,4.166666666
C-44475,37.5,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,6.25
C-61455,325,100,100,0,0,0,0,0,0,0,0,0,0,525,0,87.5
C-58178,0,0,0,62.5,0,50,0,0,0,0,0,0,0,112.5,0,18.75
C-61321,6.25,0,0,0,43.75,43.75,0,0,0,0,0,0,0,93.75,0,15.625
C-55956,0,0,0,0,0,0,0,83.2,0,0,0,0,83.2,0,13.86666666,0
C-51617,0,0,0,0,0,37.5,0,0,0,0,0,0,0,37.5,0,6.25
C-56628,75,0,0,12.5,37.5,37.5,0,0,0,0,0,0,0,162.5,0,27.08333334
C-49261,700,787.5,450,400,450,187.5,0,0,0,0,0,0,0,2975,0,495.8333334
C-56636,0,0,0,0,0,0,875,437.5,0,375,375,500,2562.5,0,427.0833334,0
C-59990,0,0,25,0,0,0,0,0,0,0,0,0,0,25,0,4.166666666
C-59504,100,12.5,37.5,37.5,37.5,37.5,0,0,0,0,0,0,0,262.5,0,43.75
C-50795,0,0,0,0,0,0,0,0,0,0,187.5,125,312.5,0,52.08333334,0
C-55336,0,0,0,0,0,0,0,0,0,0,0,106.525,106.525,0,17.75416666,0
C-54809,0,0,12.5,0,0,0,0,0,625,400,532.5,0,1557.5,12.5,259.5833334,2.083333334
C-64252,0,262.5,0,0,0,0,0,0,0,0,0,0,0,262.5,0,43.75
C-60806,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,0,37.5,0,6.25
C-52185,0,0,0,0,0,0,162.5,125,106.25,112.5,0,312.5,818.75,0,136.4583334,0
C-42336,0,0,0,0,0,0,596.7375,412.925,1617.5,0,431.25,681.25,3739.6625,0,623.2770834,0
C-56103,12.5,25,37.5,81.25,62.5,56.25,0,0,0,0,0,0,0,275,0,45.83333334
C-56609,0,0,0,0,0,0,725,437.5,400,250,287.5,562.5,2662.5,0,443.75,0
C-50974,75,12.5,12.5,6.25,12.5,12.5,0,0,0,0,0,0,0,131.25,0,21.875
C-55547,0,0,0,75,75,62.5,0,0,0,0,0,0,0,212.5,0,35.41666666
C-62594,0,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-54646,68.75,87.5,43.75,62.5,75,87.5,0,0,0,0,0,0,0,425,0,70.83333334
C-64745,0,0,0,0,0,0,327.5,0,0,0,108.75,0,436.25,0,72.70833334,0
C-59640,0,37.5,37.5,37.5,0,75,0,0,0,0,0,0,0,187.5,0,31.25
C-55383,25,0,0,0,62.5,56.25,0,0,100,0,26.5625,0,126.5625,143.75,21.09375,23.95833334
C-60535,75,37.5,0,0,62.5,75,0,0,0,0,0,0,0,250,0,41.66666666
C-40725,0,200,212.5,187.5,225,112.5,0,0,0,0,0,0,0,937.5,0,156.25
C-61926,0,0,0,0,12.5,62.5,0,0,0,0,0,0,0,75,0,12.5
C-60078,37.5,162.5,37.5,62.5,37.5,100,0,0,0,0,0,0,0,437.5,0,72.91666666
C-47822,62.5,18.75,12.5,0,0,0,0,0,0,0,0,0,0,93.75,0,15.625
C-54694,0,37.5,0,0,0,0,0,92.75,0,0,0,91.475,184.225,37.5,30.70416666,6.25
C-60781,0,12.5,0,0,0,0,75,88.6625,0,187.5,37.5,37.5,426.1625,12.5,71.02708334,2.083333334
C-61176,0,0,0,62.5,0,0,0,0,0,0,0,0,0,62.5,0,10.41666667
C-56142,50,50,12.5,12.5,25,18.75,0,0,0,0,0,0,0,168.75,0,28.125
C-49650,0,0,0,0,0,37.5,0,0,0,0,0,0,0,37.5,0,6.25
C-51844,0,12.5,0,0,0,0,267.5,225,320,0,236.25,98.75,1147.5,12.5,191.25,2.083333334
C-62655,12.5,6.25,0,0,0,0,0,0,0,0,0,0,0,18.75,0,3.125
C-64743,0,0,0,12.5,6.25,0,0,0,0,0,0,0,0,18.75,0,3.125
C-61326,125,125,125,62.5,37.5,37.5,0,0,0,0,0,0,0,512.5,0,85.41666666
C-60928,50,12.5,0,25,0,12.5,0,0,0,0,125.6,27.9,153.5,100,25.58333334,16.66666666
C-63319,12.5,0,0,0,12.5,0,0,0,0,0,0,368.7,368.7,25,61.45,4.166666666
C-56020,0,0,0,0,0,0,233.15,0,0,0,0,0,233.15,0,38.85833334,0
C-57197,37.5,0,12.5,75,43.75,112.5,0,0,0,0,0,0,0,281.25,0,46.875
C-50524,25,106.25,0,12.5,0,75,0,0,0,0,0,0,0,218.75,0,36.45833334
C-60464,25,87.5,12.5,6.25,37.5,0,0,0,0,0,0,0,0,168.75,0,28.125
C-59738,112.5,50,0,0,0,0,0,275,0,0,0,0,275,162.5,45.83333334,27.08333334
C-56293,0,0,0,0,12.5,0,437.5,62.5,125,125,125,0,875,12.5,145.8333334,2.083333334
C-59270,37.5,6.25,0,31.25,0,0,0,0,0,0,0,0,0,75,0,12.5
C-42823,0,0,0,0,0,12.5,0,0,0,0,0,0,0,12.5,0,2.083333334
C-58502,162.5,6.25,106.25,56.25,25,81.25,0,0,0,0,0,0,0,437.5,0,72.91666666
C-52019,0,0,0,0,0,0,937.5,870,950.3125,262.5,620,0,3640.3125,0,606.71875,0
C-64444,0,0,0,0,0,0,0,0,0,0,0,162.5,162.5,0,27.08333334,0
C-42497,0,0,0,0,0,37.5,0,0,0,0,0,0,0,37.5,0,6.25
C-50714,0,0,0,0,0,0,380,81.25,0,415,191.625,232.0625,1299.9375,0,216.65625,0
C-55510,156.25,125,50,87.5,106.25,75,0,0,0,0,0,0,0,600,0,100
C-51906,0,0,0,0,0,0,114.6375,110.875,114.75,109.5625,123.8125,98.1875,671.825,0,111.9708333,0
C-56252,50,0,62.5,112.5,175,125,0,0,0,0,0,0,0,525,0,87.5
C-53490,0,25,0,62.5,0,75,0,125,125,437.5,0,206,893.5,162.5,148.9166666,27.08333334
C-61358,50,0,0,0,0,0,0,0,0,0,0,0,0,50,0,8.333333334
C-61288,0,0,0,87.5,0,0,0,0,0,0,0,0,0,87.5,0,14.58333334
C-59937,37.5,112.5,0,37.5,12.5,12.5,205.5625,257.3125,109.4375,112,109.4375,107.8125,901.5625,212.5,150.2604166,35.41666666
C-43948,62.5,31.25,25,12.5,18.75,62.5,0,0,0,0,0,0,0,212.5,0,35.41666666
C-59688,0,0,0,0,0,0,0,0,0,131.3125,0,0,131.3125,0,21.88541666,0
C-55883,0,0,6.25,37.5,68.75,0,0,0,0,0,0,0,0,112.5,0,18.75
C-55177,0,0,0,0,37.5,37.5,0,0,0,0,0,0,0,75,0,12.5
C-41111,250,137.5,62.5,62.5,187.5,100,725,975,362.5,362.5,307.5,383.75,3116.25,800,519.375,133.3333334
C-56829,0,0,12.5,12.5,12.5,0,0,0,0,0,0,0,0,37.5,0,6.25
C-51493,0,62.5,0,0,0,0,0,0,0,0,64.5875,0,64.5875,62.5,10.76458333,10.41666667
C-64277,0,0,0,0,0,0,106.25,0,212.6875,106,102,110.1875,637.125,0,106.1875,0
C-44653,0,0,0,37.5,0,0,0,0,0,0,294.225,0,294.225,37.5,49.0375,6.25
C-45296,112.5,150,225,137.5,75,187.5,0,0,0,0,0,0,0,887.5,0,147.9166666
C-54292,0,0,0,50,0,0,0,0,0,0,0,0,0,50,0,8.333333334
C-42919,0,0,0,0,0,0,0,420,209.375,0,418.75,0,1048.125,0,174.6875,0
C-41631,0,0,0,0,0,0,137.5,133.75,125,112.5,87.5,87.5,683.75,0,113.9583333,0
C-58311,37.5,0,0,0,12.5,0,42.25,37.125,39.6875,44.9375,79.8125,0,243.8125,50,40.63541666,8.333333334
C-61131,0,0,0,0,0,0,0,0,0,0,145.75,0,145.75,0,24.29166666,0
C-58478,0,0,0,0,0,0,148.9375,138.875,233.0625,0,147.0625,139.5625,807.5,0,134.5833334,0
C-54075,300,150,87.5,0,50,37.5,0,0,0,0,0,0,0,625,0,104.1666667
C-61813,0,37.5,0,0,0,0,0,0,0,0,0,0,0,37.5,0,6.25
C-41897,75,37.5,37.5,37.5,37.5,37.5,0,0,0,0,0,0,0,262.5,0,43.75
C-55516,37.5,0,62.5,0,0,0,0,0,0,0,0,0,0,100,0,16.66666666
C-63768,0,0,0,0,0,0,0,108.75,107.5,0,0,0,216.25,0,36.04166666,0
C-58481,12.5,0,6.25,12.5,18.75,0,0,0,0,0,0,0,0,50,0,8.333333334
C-61772,0,0,0,0,0,0,0,0,0,0,145.5,0,145.5,0,24.25,0
C-57006,62.5,0,0,0,0,0,433.25,543.25,415.75,391.8,371,0,2155.05,62.5,359.175,10.41666667
C-61770,0,0,0,0,0,0,0,0,106.25,0,107.5,0,213.75,0,35.625,0
C-47305,225,112.5,62.5,93.75,37.5,87.5,0,0,0,0,0,0,0,618.75,0,103.125
C-53296,37.5,12.5,75,75,0,75,0,0,0,0,0,0,0,275,0,45.83333334
C-57348,0,43.75,43.75,0,31.25,25,0,0,0,0,0,0,0,143.75,0,23.95833334
C-54909,25,37.5,12.5,6.25,37.5,0,0,0,0,0,0,0,0,118.75,0,19.79166666
C-60414,0,0,0,0,0,0,212.5,213,248.625,217.375,106,0,997.5,0,166.25,0
C-53230,12.5,75,37.5,0,50,37.5,0,0,0,0,0,0,0,212.5,0,35.41666666
C-48887,212.5,87.5,75,118.75,150,200,0,0,0,0,0,0,0,843.75,0,140.625
C-51413,100,137.5,87.5,50,37.5,87.5,0,0,0,0,0,0,0,500,0,83.33333334
C-61405,25,12.5,12.5,37.5,6.25,0,0,0,0,0,0,0,0,93.75,0,15.625
C-49323,0,0,6.25,0,0,12.5,0,0,0,0,0,0,0,18.75,0,3.125
C-51902,0,0,0,0,0,0,145.75,145,143.75,143.75,143.75,143.75,865.75,0,144.2916666,0
C-56996,0,0,0,0,0,6.25,0,344,0,0,0,0,344,6.25,57.33333334,1.041666666
C-51990,12.5,0,0,0,0,0,0,0,0,0,106.25,106,212.25,12.5,35.375,2.083333334
C-52540,87.5,37.5,25,81.25,12.5,0,0,0,0,0,0,0,0,243.75,0,40.625
C-44324,0,0,0,0,0,0,0,0,1162.5,250,250,162.5,1825,0,304.1666666,0
C-46772,62.5,0,337.5,125,75,75,0,0,0,0,0,0,0,675,0,112.5
C-52349,0,50,0,0,0,0,131.25,145,125,253.75,125,125,905,50,150.8333334,8.333333334
C-61294,75,250,18.75,25,6.25,6.25,0,0,0,0,0,0,0,381.25,0,63.54166666
C-53155,250,137.5,137.5,75,0,25,0,0,36.25,0,31.25,45,112.5,625,18.75,104.1666667
C-51346,0,0,125,0,0,0,900,395,392.5,196.25,0,0,1883.75,125,313.9583334,20.83333334
C-60971,237.5,37.5,0,0,75,25,0,0,0,0,0,0,0,375,0,62.5
C-42570,200,112.5,87.5,112.5,75,112.5,0,0,0,0,0,0,0,700,0,116.6666667
C-50348,250,12.5,212.5,62.5,262.5,187.5,0,0,0,0,0,0,0,987.5,0,164.5833334
C-56738,0,0,0,0,0,0,102.75,298.6875,0,215,111.375,182.5625,910.375,0,151.7291666,0
C-60376,250,0,37.5,62.5,12.5,0,0,0,0,0,0,0,0,362.5,0,60.41666666
C-43760,0,0,0,0,0,0,2056.625,1153.4625,1033.6875,1088.775,1046.8125,674,7053.3625,0,1175.560417,0
C-53337,0,0,0,0,6.25,0,0,0,0,0,0,0,0,6.25,0,1.041666666
C-58378,6.25,18.75,12.5,0,0,6.25,0,0,0,0,0,0,0,43.75,0,7.291666666
C-56833,125,0,0,0,50,37.5,0,0,0,0,0,0,0,212.5,0,35.41666666
C-53923,50,62.5,37.5,0,50,125,0,0,0,0,0,0,0,325,0,54.16666666
C-62162,87.5,125,137.5,131.25,125,125,0,0,0,0,0,0,0,731.25,0,121.875
C-57453,0,0,0,0,0,0,0,367.6875,188.75,187.5,0,0,743.9375,0,123.9895833,0
